file,row,listing id,seller,price,currency,title,why it was held,listing url
hipcomic.csv,37,13894659,AtlantaClassicComics,2499.99,USD,Venom # 1 CGC 9.8 SIGNED McFarlane 3X & SKETCHED Eric Lovato Original Art JH6,signed or conserved book without a stated label type; no publication year in the title,https://www.hipcomic.com/listing/venom-1-cgc-98-signed-mcfarlane-3x-sketched-eric-lovato-original-art-jh6/13894659
hipcomic.csv,39,12246338,EEGABEEVA,500.00,USD,BATMAN THE ADVENTURES CONTINUE CGC SIGNATURE 9.8 HARLEY QUINN KRS 2020,no issue number in the title; signed or conserved book without a stated label type; publisher not stated and not determinable from the series,https://www.hipcomic.com/listing/batman-the-adventures-continue-cgc-signature-98-harley-quinn-krs-2020/12246338
hipcomic.csv,40,16843748,bbop,3400.00,USD,Batman #40; CGC 7.5,no publication year in the title,https://www.hipcomic.com/listing/batman-40-cgc-75/16843748
hipcomic.csv,42,17349343,Princecringer,1099.99,USD,Batman #251 CGC JSA 5.0 Neal Adams Authenticated Autograph DC Comics 1973,signed or conserved book without a stated label type,https://www.hipcomic.com/listing/batman-251-cgc-jsa-50-neal-adams-authenticated-autograph-dc-comics-1973/17349343
hipcomic.csv,44,17956341,Princecringer,1699.99,USD,Something Is Killing The Children #8 Dekal Virgin Variant BOOM! CGC 9.8,no publication year in the title,https://www.hipcomic.com/listing/something-is-killing-the-children-8-dekal-virgin-variant-boom-cgc-98/17956341
hipcomic.csv,46,21690651,AtlantaClassicComics,15000.00,USD,Spectacular Spider-Man # 189 CGC Grade 9.4 Marvel Comic Book Error Version JM1,no publication year in the title,https://www.hipcomic.com/listing/spectacular-spider-man-189-cgc-grade-94-marvel-comic-book-error-version-jm1/21690651
hipcomic.csv,47,16437187,rdbeard,5335.00,USD,"BATMAN #49 - CGC-6.5, OW-W - Joker - 1st Vicki Vale & Mad Hatter - Golden Age",no publication year in the title,https://www.hipcomic.com/listing/batman-49-cgc-65-ow-w-joker-1st-vicki-vale-mad-hatter-golden-age/16437187
hipcomic.csv,48,21269055,edgardoe1971,8000.00,USD,"1977 Brabantia Nostra Dutch/Netherlands Edition Superman #1, CGC 8.0",publisher not stated and not determinable from the series,https://www.hipcomic.com/listing/1977-brabantia-nostra-dutch-netherlands-edition-superman-1-cgc-80/21269055
hipcomic.csv,49,18266708,bbop,7500.00,USD,Amazing Spider-Man #1; CGC 3.0. Off-white pages. 2nd app of Spider-man!,no publication year in the title,https://www.hipcomic.com/listing/amazing-spider-man-1-cgc-30-off-white-pages-2nd-app-of-spider-man/18266708
hipcomic (1).csv,2,17378178,Princecringer,1099.99,USD,New Mutants #87 CGC 9.8 JSA Authenicated Rob Liefeld Signature Marvel 1st Cable,signed or conserved book without a stated label type; no publication year in the title,https://www.hipcomic.com/listing/new-mutants-87-cgc-98-jsa-authenicated-rob-liefeld-signature-marvel-1st-cable/17378178
hipcomic (1).csv,4,16473688,Krypto-Knight,1200.00,USD,The Amazing Spider-Man #300 Direct Edition (1988) Signed CGC 8.5,signed or conserved book without a stated label type,https://www.hipcomic.com/listing/the-amazing-spider-man-300-direct-edition-1988-signed-cgc-85/16473688
hipcomic (1).csv,5,10972212,bbop,15999.00,USD,"Journey Into Mystery #85 (Thor, first appearance of Loki) CGC 7.5",publisher not stated and not determinable from the series; no publication year in the title,https://www.hipcomic.com/listing/journey-into-mystery-85-thor-first-appearance-of-loki-cgc-75/10972212
hipcomic (1).csv,6,13595766,Killenenterprises,325.00,USD,CGC 9.6 Faro's Lounge Rubi Rojo Comic Jose Varese Kissing Spider Girls 2021,no issue number in the title; publisher not stated and not determinable from the series,https://www.hipcomic.com/listing/cgc-96-faros-lounge-rubi-rojo-comic-jose-varese-kissing-spider-girls-2021/13595766
hipcomic (1).csv,8,18972283,vintageexplosion,715.00,USD,NEW MUTANTS #98--CGC 9.6--1991-- First DEADPOOL --4253098010,no publication year in the title,https://www.hipcomic.com/listing/new-mutants-98-cgc-96-1991-first-deadpool-4253098010/18972283
hipcomic (1).csv,9,17394530,AtlantaClassicComics,2849.99,USD,Swamp Thing # 37 CGC Graded 9.8 DC Comic Book 1st Constantine Appearance JH10,no publication year in the title,https://www.hipcomic.com/listing/swamp-thing-37-cgc-graded-98-dc-comic-book-1st-constantine-appearance-jh10/17394530
hipcomic (1).csv,11,17759903,Princecringer,999.99,USD,Amazing Spider-Man #101 1st App Morbius Thomas Romita CGC Graded 8.0 Marvel VF,no publication year in the title,https://www.hipcomic.com/listing/amazing-spider-man-101-1st-app-morbius-thomas-romita-cgc-graded-80-marvel-vf/17759903
hipcomic (1).csv,14,15485531,rdbeard,2450.00,USD,"SUPERMAN #19 - CGC-6.5, WP - Golden Age",no publication year in the title,https://www.hipcomic.com/listing/superman-19-cgc-65-wp-golden-age/15485531
hipcomic (1).csv,15,21838955,modigity2099,12000.00,USD,Graphic Fantasy #1 CGC 9.8 WP Signed 31/200 1st Dragon Savage Dragon Ajax 1982,signed or conserved book without a stated label type; publisher not stated and not determinable from the series,https://www.hipcomic.com/listing/graphic-fantasy-1-cgc-98-wp-signed-31-200-1st-dragon-savage-dragon-ajax-1982/21838955
hipcomic (1).csv,17,21838957,modigity2099,3500.00,USD,Graphic Fantasy #2 CGC 9.8 WP 2nd Dragon Signed 120/400 (Ajax 1982),signed or conserved book without a stated label type; publisher not stated and not determinable from the series,https://www.hipcomic.com/listing/graphic-fantasy-2-cgc-98-wp-2nd-dragon-signed-120-400-ajax-1982/21838957
hipcomic (1).csv,18,10991776,Princecringer,374.99,USD,Invincible Iron Man #9 2nd Print CGC Graded 9.2  {product.Pubilcation_Year} {pro,no publication year in the title,https://www.hipcomic.com/listing/invincible-iron-man-9-2nd-print-cgc-graded-92-productpubilcation_year-pro/10991776
hipcomic (1).csv,20,14380022,vintageexplosion,412.50,USD,ACTION #1--1976-- CGC 9.4--1st SUPERMAN--SLEEPING BAG REPRINT--comic book,publisher not stated and not determinable from the series; no publication year in the title,https://www.hipcomic.com/listing/action-1-1976-cgc-94-1st-superman-sleeping-bag-reprint-comic-book/14380022
hipcomic (1).csv,21,21838954,modigity2099,25000.00,USD,Graphic Fantasy #1 CGC 9.8 Signed #1/300 Firstcopy Of The 1st Dragon (Ajax 82),signed or conserved book without a stated label type; publisher not stated and not determinable from the series; no publication year in the title,https://www.hipcomic.com/listing/graphic-fantasy-1-cgc-98-signed-1-300-firstcopy-of-the-1st-dragon-ajax-82/21838954
hipcomic (1).csv,22,21802228,EEGABEEVA,450.00,USD,STRANGE WORLDS 1 CGC 5.0 ATLAS FLYING SAUCER CVR 1958,publisher not stated and not determinable from the series,https://www.hipcomic.com/listing/strange-worlds-1-cgc-50-atlas-flying-saucer-cvr-1958/21802228
hipcomic (1).csv,24,16780814,vintageexplosion,275.00,USD,WOLVERINE LIMITED SERIES #1--CGC 9.4--1982--COMIC BOOK--4253098005,no publication year in the title,https://www.hipcomic.com/listing/wolverine-limited-series-1-cgc-94-1982-comic-book-4253098005/16780814
hipcomic (1).csv,25,15810676,legacycomics,5999.99,USD,World's Finest Comics #71 CGC 7.5 White 3rd Highest Graded Copy,no publication year in the title,https://www.hipcomic.com/listing/worlds-finest-comics-71-cgc-75-white-3rd-highest-graded-copy/15810676
hipcomic (1).csv,27,17888887,Princecringer,209.99,USD,Venom #1 Quinones Virgin Variant Signature Series CGC 9.8 Donny Cates Signature,no publication year in the title,https://www.hipcomic.com/listing/venom-1-quinones-virgin-variant-signature-series-cgc-98-donny-cates-signature/17888887
hipcomic (1).csv,30,12665200,legacycomics,12000.00,USD,Star Wars: The High Republic Adventures #1 (2021) CGC 9.9 One of One!,publisher not stated and not determinable from the series,https://www.hipcomic.com/listing/star-wars-the-high-republic-adventures-1-2021-cgc-99-one-of-one/12665200
hipcomic (1).csv,31,18387455,legacycomics,10499.99,USD,Giant-Size X-Men #1 CGC 9.6 OW 1st Appearance of the New X-Men,no publication year in the title,https://www.hipcomic.com/listing/giant-size-x-men-1-cgc-96-ow-1st-appearance-of-the-new-x-men/18387455
hipcomic (1).csv,34,20540527,EEGABEEVA,550.00,USD,BLACK CAT MYSTERY COMICS 34 CGC 6.0 FILE COPY 1952 BONDAGE CVR HARVEY,publisher not stated and not determinable from the series,https://www.hipcomic.com/listing/black-cat-mystery-comics-34-cgc-60-file-copy-1952-bondage-cvr-harvey/20540527
hipcomic (1).csv,37,12651283,dtacollectibles,36000.00,USD,FANTASTIC FOUR #1-CGC 3.0-First issue-Marvel Key-comic book 20235170001,no publication year in the title,https://www.hipcomic.com/listing/fantastic-four-1-cgc-30-first-issue-marvel-key-comic-book-20235170001/12651283
hipcomic (1).csv,46,12651280,dtacollectibles,12500.00,USD,AVENGERS #1 CGC 5.5 White Pages-1st appearance! Silver-Age Marvel 1485370001,no publication year in the title,https://www.hipcomic.com/listing/avengers-1-cgc-55-white-pages-1st-appearance-silver-age-marvel-1485370001/12651280
hipcomic (1).csv,49,6749684,dtacollectibles,2380.00,USD,Avengers #57 CGC 8.0 - first appearance of THE VISION! Marvel 1293942001,no publication year in the title,https://www.hipcomic.com/listing/avengers-57-cgc-80-first-appearance-of-the-vision-marvel-1293942001/6749684
hipcomic (2).csv,5,12651275,dtacollectibles,12000.00,USD,JOURNEY INTO MYSTERY #83 CGC 2.5-1st THOR Jack Kirby 3747673001,publisher not stated and not determinable from the series; no publication year in the title,https://www.hipcomic.com/listing/journey-into-mystery-83-cgc-25-1st-thor-jack-kirby-3747673001/12651275
hipcomic (2).csv,6,21802236,EEGABEEVA,375.00,USD,ARCHIE GINGER 6 CGC 5.0 1953,publisher not stated and not determinable from the series,https://www.hipcomic.com/listing/archie-ginger-6-cgc-50-1953/21802236
hipcomic (2).csv,7,11481532,Killenenterprises,300.00,USD,CGC 9.2 Voltron #1 Comic Book 1985 Modern Pub. Special First Edition!,publisher not stated and not determinable from the series,https://www.hipcomic.com/listing/cgc-92-voltron-1-comic-book-1985-modern-pub-special-first-edition/11481532
hipcomic (2).csv,9,6749693,dtacollectibles,1890.00,USD,Detective #359 CGC 5.5 First BATGIRL / BARBARA GORDON - 3745763022,publisher not stated and not determinable from the series; no publication year in the title,https://www.hipcomic.com/listing/detective-359-cgc-55-first-batgirl-barbara-gordon-3745763022/6749693
hipcomic (2).csv,12,12339783,EEGABEEVA,800.00,USD,STARTLING TERROR TALES 11 CGC 6.5 LAST ISSUE L B COLE 1954,publisher not stated and not determinable from the series,https://www.hipcomic.com/listing/startling-terror-tales-11-cgc-65-last-issue-l-b-cole-1954/12339783
hipcomic (2).csv,13,13589099,Killenenterprises,200.00,USD,CGC 9.4 Detective Comics Special Replica Edition #38 Comic Book 1995 1st Robin,publisher not stated and not determinable from the series,https://www.hipcomic.com/listing/cgc-94-detective-comics-special-replica-edition-38-comic-book-1995-1st-robin/13589099
hipcomic (2).csv,16,15669856,dtacollectibles,4900.00,USD,AMAZING SPIDER-MAN #129-1st appearance PUNISHER-CGC 8.0 MARVEL KEY 3745763011,no publication year in the title,https://www.hipcomic.com/listing/amazing-spider-man-129-1st-appearance-punisher-cgc-80-marvel-key-3745763011/15669856
hipcomic (2).csv,19,13594639,Killenenterprises,250.00,USD,CGC 9.8 Faro's Lounge American Safari Sketchbook Comic Captain America Virgin,no issue number in the title; publisher not stated and not determinable from the series; no publication year in the title,https://www.hipcomic.com/listing/cgc-98-faros-lounge-american-safari-sketchbook-comic-captain-america-virgin/13594639
hipcomic (2).csv,22,10991747,Princecringer,524.99,USD,Strange Academy #1 CGC Graded 9.8  {product.Pubilcation_Year} {product.Publisher,no publication year in the title,https://www.hipcomic.com/listing/strange-academy-1-cgc-graded-98-productpubilcation_year-productpublisher/10991747
hipcomic (2).csv,23,12653130,Killenenterprises,150.00,USD,CGC 9.0 Lady Death Necrotic Genesis #1 Comic Book 2022 - Coffin Comics Homage,publisher not stated and not determinable from the series,https://www.hipcomic.com/listing/cgc-90-lady-death-necrotic-genesis-1-comic-book-2022-coffin-comics-homage/12653130
hipcomic (2).csv,30,6749685,dtacollectibles,6300.00,USD,Ghost Rider #1 CGC 9.2 ME 1950-Origin issue-Golden-Age comic book 3726491001,publisher not stated and not determinable from the series,https://www.hipcomic.com/listing/ghost-rider-1-cgc-92-me-1950-origin-issue-golden-age-comic-book-3726491001/6749685
hipcomic (2).csv,32,6749680,dtacollectibles,2590.00,USD,THE ETERNALS #1 CGC 9.0 30 cent variant-unpressed- 0139812003,no publication year in the title,https://www.hipcomic.com/listing/the-eternals-1-cgc-90-30-cent-variant-unpressed-0139812003/6749680
hipcomic (2).csv,37,12099949,legacycomics,450.00,USD,The New Mutants #87 CGC 9.4 Signature Series Signed by Rob Liefeld,no publication year in the title,https://www.hipcomic.com/listing/the-new-mutants-87-cgc-94-signature-series-signed-by-rob-liefeld/12099949
hipcomic (2).csv,39,19016912,EEGABEEVA,385.00,USD,THRILLING CRIME CASES 45 CGC 4.0 L B COLE STAR 1951,publisher not stated and not determinable from the series,https://www.hipcomic.com/listing/thrilling-crime-cases-45-cgc-40-l-b-cole-star-1951/19016912
hipcomic (2).csv,40,10240550,comicage,3000.00,CAD,Transformers (1984)  # 1 (CGC 9.6 WP) Signed By Bill Sienkiewicz! | Canadian Cpv,signed or conserved book without a stated label type,https://www.hipcomic.com/listing/transformers-1984-1-cgc-96-wp-signed-by-bill-sienkiewicz-canadian-cpv/10240550
hipcomic (2).csv,41,8035577,dtacollectibles,1820.00,USD,FANTASTIC FOUR #67-1967 CGC 8.0- HIM/WARLOCK ORIGIN 0238489002,lot or multi-issue set; no publication year in the title,https://www.hipcomic.com/listing/fantastic-four-67-1967-cgc-80-him-warlock-origin-0238489002/8035577
hipcomic (2).csv,42,16369567,EEGABEEVA,450.00,USD,HEROIC COMICS 6 CGC 6.0 MAN O METAL EVERETT 1941,publisher not stated and not determinable from the series,https://www.hipcomic.com/listing/heroic-comics-6-cgc-60-man-o-metal-everett-1941/16369567
hipcomic (2).csv,46,12099928,legacycomics,675.00,USD,The New Mutants #87 Newsstand Mark Jewelers Insert CGC 8.5 SS Signed Rob Liefeld,no publication year in the title,https://www.hipcomic.com/listing/the-new-mutants-87-newsstand-mark-jewelers-insert-cgc-85-ss-signed-rob-liefeld/12099928
hipcomic (2).csv,47,19466181,comicage,15000.00,CAD,Incredible Hulk (1974) # 180 (CGC 8.5) Signed Stan Lee * Hugh Jackman * Thomas,signed or conserved book without a stated label type,https://www.hipcomic.com/listing/incredible-hulk-1974-180-cgc-85-signed-stan-lee-hugh-jackman-thomas/19466181
hipcomic (3).csv,6,18119580,EEGABEEVA,1300.00,USD,STARTLING TERROR TALES 8 CGC 5.5 3RD HIGHEST GRADED L B COLE HORROR 1954 GA,publisher not stated and not determinable from the series,https://www.hipcomic.com/listing/startling-terror-tales-8-cgc-55-3rd-highest-graded-l-b-cole-horror-1954-ga/18119580
hipcomic (3).csv,7,15684173,EEGABEEVA,550.00,USD,CAPTAIN TOOTSIE 1 CGC 7.5 WHITE PAGES TOBY PRESS 1950,publisher not stated and not determinable from the series,https://www.hipcomic.com/listing/captain-tootsie-1-cgc-75-white-pages-toby-press-1950/15684173
hipcomic (3).csv,11,14243858,Killenenterprises,400.00,USD,CGC 9.8 White Widow #5 St. Patricks Naughty Metal Variant Comic Book 2020 Virgin,adult-variant wording (needs a manual look before Merchant Center); publisher not stated and not determinable from the series,https://www.hipcomic.com/listing/cgc-98-white-widow-5-st-patricks-naughty-metal-variant-comic-book-2020-virgin/14243858
hipcomic (3).csv,12,10999677,Princecringer,399.99,USD,Fantastic Four Vol. 1 #67 CGC 6.0 1st App and Origin Adam Warlock Marvel FN,no publication year in the title,https://www.hipcomic.com/listing/fantastic-four-vol-1-67-cgc-60-1st-app-and-origin-adam-warlock-marvel-fn/10999677
hipcomic (3).csv,15,5710177,dtacollectibles,2240.00,USD,Sunny #11 CGC 5.0-1st issue-GGA Peek-A-Boo cover 0999942003,publisher not stated and not determinable from the series; no publication year in the title,https://www.hipcomic.com/listing/sunny-11-cgc-50-1st-issue-gga-peek-a-boo-cover-0999942003/5710177
hipcomic (3).csv,19,8714808,EEGABEEVA,525.00,USD,BLACKHAWK 133 CGC 4.5 FIRST LADY BLACKHAWK SPIELBERG MOVIE 1959,publisher not stated and not determinable from the series,https://www.hipcomic.com/listing/blackhawk-133-cgc-45-first-lady-blackhawk-spielberg-movie-1959/8714808
hipcomic (3).csv,20,12041680,legacycomics,350.00,USD,Incredible Hulk #1 CGC 9.4 Signature Series Sketch Edition,no publication year in the title,https://www.hipcomic.com/listing/incredible-hulk-1-cgc-94-signature-series-sketch-edition/12041680
hipcomic (3).csv,21,3531188,dtacollectibles,763.00,USD,MARVEL TALES-#106 cgc 6.0-Russ Heath- Krigstein - 0245670002,publisher not stated and not determinable from the series; no publication year in the title,https://www.hipcomic.com/listing/marvel-tales-106-cgc-60-russ-heath-krigstein-0245670002/3531188
hipcomic (3).csv,27,20540533,EEGABEEVA,400.00,USD,TARZAN 2 CGC 6.5 DELL JESSE MARSH 1948,publisher not stated and not determinable from the series,https://www.hipcomic.com/listing/tarzan-2-cgc-65-dell-jesse-marsh-1948/20540533
hipcomic (3).csv,29,19016907,EEGABEEVA,350.00,USD,WAR AGAINST CRIME 8 EC CGC 4.0 1949,publisher not stated and not determinable from the series,https://www.hipcomic.com/listing/war-against-crime-8-ec-cgc-40-1949/19016907
hipcomic (3).csv,30,19015513,legacycomics,2999.99,USD,The Outer Limits #1 (1964) CGC 9.2 OW-W Pgs 2nd Highest Graded,publisher not stated and not determinable from the series,https://www.hipcomic.com/listing/the-outer-limits-1-1964-cgc-92-ow-w-pgs-2nd-highest-graded/19015513
hipcomic (3).csv,31,12041555,legacycomics,250.00,USD,Hellboy Premiere Edition (2004) CGC 9.6 Signature Series,no issue number in the title; publisher not stated and not determinable from the series,https://www.hipcomic.com/listing/hellboy-premiere-edition-2004-cgc-96-signature-series/12041555
hipcomic (3).csv,34,20540530,EEGABEEVA,995.00,USD,ATOMIC COMICS 1 CGC 5.5 CANADA DANIELS PUBLICATION ROCKETMAN YANKEE BOY 1946,publisher not stated and not determinable from the series,https://www.hipcomic.com/listing/atomic-comics-1-cgc-55-canada-daniels-publication-rocketman-yankee-boy-1946/20540530
hipcomic (3).csv,35,15471128,EEGABEEVA,300.00,USD,MODERN COMICS 54 CGC 7.0 QUALITY BLACKHAWK 1946,publisher not stated and not determinable from the series,https://www.hipcomic.com/listing/modern-comics-54-cgc-70-quality-blackhawk-1946/15471128
hipcomic (3).csv,36,21867991,legacycomics,299.99,USD,Supergirl Woman of Tomorrow #1 (2026) 9.8 CGC SS Signed Negative Space Exclusive,publisher not stated and not determinable from the series,https://www.hipcomic.com/listing/supergirl-woman-of-tomorrow-1-2026-98-cgc-ss-signed-negative-space-exclusive/21867991
hipcomic (3).csv,42,15467622,EEGABEEVA,400.00,USD,DELL GIANT CGC 9.0 LIFESTORIES OF AMERICAN PRESIDENTS 1957,no issue number in the title; publisher not stated and not determinable from the series,https://www.hipcomic.com/listing/dell-giant-cgc-90-lifestories-of-american-presidents-1957/15467622
hipcomic (3).csv,43,15797128,EEGABEEVA,450.00,USD,THUNDER AGENTS 1 CGC 9.0 WOOD FIRST ISSUE TOWER COMICS 1965,publisher not stated and not determinable from the series,https://www.hipcomic.com/listing/thunder-agents-1-cgc-90-wood-first-issue-tower-comics-1965/15797128
hipcomic (3).csv,46,21076352,rdbeard,2385.00,USD,"MARVEL MYSTERY COMICS #88 - CGC-7.0, OWW - Captain America - Golden Age",publisher not stated and not determinable from the series; no publication year in the title,https://www.hipcomic.com/listing/marvel-mystery-comics-88-cgc-70-oww-captain-america-golden-age/21076352
hipcomic (3).csv,48,19096566,papercinema,8060.00,USD,FANTASTIC FOUR #52 // CGC 8.0 // 1st Black Panther // 3794698003,no publication year in the title,https://www.hipcomic.com/listing/fantastic-four-52-cgc-80-1st-black-panther-3794698003/19096566
hipcomic (4).csv,7,21386841,Princecringer,279.99,USD,Fantastic Four #51 CGC Graded 6.5  {product.Pubilcation_Year} {product.Publisher,no publication year in the title,https://www.hipcomic.com/listing/fantastic-four-51-cgc-graded-65-productpubilcation_year-productpublisher/21386841
hipcomic (4).csv,9,15486481,rdbeard,1065.00,USD,"WONDER WOMAN #42 - CGC-7.0, OW-W - Golden Age",no publication year in the title,https://www.hipcomic.com/listing/wonder-woman-42-cgc-70-ow-w-golden-age/15486481
hipcomic (4).csv,13,19016918,EEGABEEVA,375.00,USD,GREAT GRAPE APE 1 CGC 9.2 HANNA BARBERA CHARLTON,no publication year in the title,https://www.hipcomic.com/listing/great-grape-ape-1-cgc-92-hanna-barbera-charlton/19016918
hipcomic (4).csv,15,19410132,AtlantaClassicComics,999.99,USD,Amazing Spider-Man # 12 CGC Graded 4.0 Marvel Comic Book Doctor Octopus JH18,no publication year in the title,https://www.hipcomic.com/listing/amazing-spider-man-12-cgc-graded-40-marvel-comic-book-doctor-octopus-jh18/19410132
hipcomic (4).csv,16,4350474,dtacollectibles,910.00,USD,UNCANNY X-MEN #423-CGC 9.4-PRICE ERROR VARIANT-SUPER RARE-HTF- 1280482001,no publication year in the title,https://www.hipcomic.com/listing/uncanny-x-men-423-cgc-94-price-error-variant-super-rare-htf-1280482001/4350474
hipcomic (4).csv,18,20540532,EEGABEEVA,350.00,USD,SPORT THRILLS 15 CGC 7.0 L B COLE 1951,publisher not stated and not determinable from the series,https://www.hipcomic.com/listing/sport-thrills-15-cgc-70-l-b-cole-1951/20540532
hipcomic (4).csv,21,12098893,legacycomics,120.00,USD,Latest Comics #2 (1945) CGC 6.5,publisher not stated and not determinable from the series,https://www.hipcomic.com/listing/latest-comics-2-1945-cgc-65/12098893
hipcomic (4).csv,23,21552932,EEGABEEVA,400.00,USD,MAN IN SPACE DELL GIANT 27 CGC 9.4 FILE COPY 1959,publisher not stated and not determinable from the series,https://www.hipcomic.com/listing/man-in-space-dell-giant-27-cgc-94-file-copy-1959/21552932
hipcomic (4).csv,28,15684176,EEGABEEVA,560.00,USD,THE BARKER 1 CGC 6.0 QUALITY COMICS GREAT CLOWN CVR 1946,publisher not stated and not determinable from the series,https://www.hipcomic.com/listing/the-barker-1-cgc-60-quality-comics-great-clown-cvr-1946/15684176
hipcomic (4).csv,31,14275312,dtacollectibles,2800.00,USD,MYSTIC COMICS #1-TIMELY-cgc 4.0-Rare comic book-1944 4254338001,no publication year in the title,https://www.hipcomic.com/listing/mystic-comics-1-timely-cgc-40-rare-comic-book-1944-4254338001/14275312
hipcomic (4).csv,39,19656908,EEGABEEVA,475.00,USD,JOHN WICK 1 CGC 9.8 WHITE PAGES VARIANT CVR B FIRST APPEARANCE 2017,publisher not stated and not determinable from the series,https://www.hipcomic.com/listing/john-wick-1-cgc-98-white-pages-variant-cvr-b-first-appearance-2017/19656908
hipcomic (4).csv,40,5848657,dtacollectibles,4130.00,USD,Wilbur Comics #5 CGC 6.5 1st KATY KEENE-Golden-Age Archie 1139258005,publisher not stated and not determinable from the series; no publication year in the title,https://www.hipcomic.com/listing/wilbur-comics-5-cgc-65-1st-katy-keene-golden-age-archie-1139258005/5848657
hipcomic (4).csv,41,16547080,rdbeard,2725.00,USD,"BATMAN #66 - CGC-6.0, OW - Joker - Golden Age",no publication year in the title,https://www.hipcomic.com/listing/batman-66-cgc-60-ow-joker-golden-age/16547080
hipcomic (4).csv,44,13578142,Killenenterprises,225.00,USD,CGC 9.2 Web of Spider-man #100 Holo Foil Comic Book Newstand 1st Spider Armor 93,no publication year in the title,https://www.hipcomic.com/listing/cgc-92-web-of-spider-man-100-holo-foil-comic-book-newstand-1st-spider-armor-93/13578142
hipcomic (4).csv,46,16976115,legacycomics,249.99,USD,Superman #218 CGC 9.2 OW-White Pages - Curt Swan & Neal Adams Cover,no publication year in the title,https://www.hipcomic.com/listing/superman-218-cgc-92-ow-white-pages-curt-swan-neal-adams-cover/16976115
